"Star Trek: Deep Space Nine","TV Series","Unknown"
"Supermarket Sweep","TV Show","Unknown"
"Carny","Unknown","Unknown"
"Cyclone","Pinball Machine","Unknown"
"Hoffa","Unknown","Unknown"
"Iron Helix, The","CD ROM Game","Unknown"
"Mega Math System","Infomercial","Unknown"
"Messenger: The Story of Joan of Arc, The","Unknown","Unknown"
"Breaking It","Unknown","Unknown"
"Devil in Ms. Dare, The","Unknown","Unknown"
"Female Trouble","Unknown","Unknown"
"Gomer Pyle, U.S.M.C.","TV Series","Unknown"
"Hotel Room","TV Series","Unknown"
"Lord Of The Flies","Unknown","Unknown"
"Moon 44","Unknown","Unknown"
"Rebecca","Unknown","Unknown"
"Timecop","Unknown","Unknown"
"Tracy I Love You","Unknown","Unknown"
"Alka-Seltzer","Commercial","Unknown"
"Chaplin","Unknown","Unknown"
"Lenny","Unknown","Unknown"
"Prison","Unknown","Unknown"
"Star Trek: Nemesis","Unknown","Unknown"
"Stephen King's It","Unknown","Unknown"
"13th Warrior, The","Unknown","Unknown"
"All in the Family","TV Series","Unknown"
"Andy Warhol's Dracula","Unknown","Unknown"
"Andy Warhol's Heat","Unknown","Unknown"
"Desperate Living","Unknown","Unknown"
"Devil's Own, The","Unknown","Unknown"
"Fright Night Part II","Unknown","Unknown"
"Frontline","TV Series","Unknown"
"Glengarry Glen Ross","Unknown","Unknown"
"Hearts of Darkness","Documentary","Unknown"
"Helter Skelter Murders, The","Unknown","Unknown"
"Honecker, Erich","Politican","Unknown"
"Ipcress File, The","Unknown","Unknown"
"Kite","Animation","Unknown"
"Law & Order: Special Victims Unit","Unknown","Unknown"
"Lovelorn Leghorn","Cartoon","Unknown"
"Punkt 7","TV Show","Unknown"
"Sega Dreamcast","Game Console","Unknown"
"Sentinel, The","Unknown","Unknown"
"Shaolin And Wu Tang","Unknown","Unknown"
"Smell of Honey, a Taste of Brine, A!","Unknown","Unknown"
"Spaceballs","Unknown","Unknown"
"Third Man, The","Unknown","Unknown"
"Tito, Josip Broz","Dictator","Unknown"
"Uncle Buck","Unknown","Unknown"
"Waco: The Rules of Engagement","Unknown","Unknown"
"When a Stranger Calls","Unknown","Unknown"
"2000 Maniacs","Unknown","Unknown"
"83 Hours 'Til Dawn","Unknown","Unknown"
"Abbott & Costello","Comedians","Unknown"
"Brady Bunch, The","TV Series","Unknown"
"Can't Stop the Music","Unknown","Unknown"
"Dragon's Lair","Video Game","Unknown"
"Fabeltjeskrant, De","TV Series","Unknown"
"Firesign Theatre","Comedians","Unknown"
"Good Morning, Vietnam","Unknown","Unknown"
"Joseph Campbell and the Power of Myth","Unknown","Unknown"
"Kentucky Fried Movie, The","Unknown","Unknown"
"Knight Rider","TV Series","Unknown"
"Scales of Justice","Radio Show","Unknown"
"Tagesschau","German News Show","Unknown"
"Top Gun","Unknown","Unknown"
"Trumpton","Unknown","Unknown"
"United States Senate","Congress","Unknown"
"World Trade Center Attack","News Cast","Unknown"
"Assassins","Unknown","Unknown"
"Basket Case","Unknown","Unknown"
"Betrayed","Unknown","Unknown"
"Breakfast at Tiffany's","Unknown","Unknown"
"Chapman, Mark","Killer","Unknown"
"Cleopatra Jones","Unknown","Unknown"
"Conquest of the Planet of the Apes","Unknown","Unknown"
"Cotton Club, The","Unknown","Unknown"
"Daughter of Horror","Unknown","Unknown"
"Dead Poets Society","Unknown","Unknown"
"Extreme Measures","Unknown","Unknown"
"Fagan, Myron C.","Author","Unknown"
"Fearless Vampire Killers, The","Unknown","Unknown"
"Firm, The","Unknown","Unknown"
"Genscher, Hans Dietrich","Politican","Unknown"
"Goebbels, Joseph","Minister","Unknown"
